time,a1,a2,a3,a4,a5,a6,a7,a8,6
12,7,24.36423410877941,4,19.38833526923142,3,0,8.172822966224087,12.18571515582639,5
10,5,10.980318416682426,4,-0.3286849413166415,4,0,54.773483105914686,29.211011331640492,5
12,4,22.65667157338261,2,19.27395237472954,1,0,6.4747062437443255,14.378833991470335,5
10,6,12.22962073629022,4,3.14909835912945,2,0,50.31901421745144,28.190684191695674,5
10,6,12.253977315676183,3,4.432856443357723,5,0,48.94508654553116,28.785663686033562,5
10,6,14.790649643106109,2,6.51841125736418,2,0,34.17362942215341,26.60772353228028,5
10,3,11.812542726794161,1,0.9836270164147152,4,0,51.45988901917265,29.39858440510319,5
10,6,10.976689164301098,3,5.259553995955994,5,0,39.29194994348864,26.80881986072697,5
10,7,13.837491466003701,3,5.813555221079822,4,0,36.89442902120025,27.31757198905788,5
10,6,13.42824122032383,3,1.9798226796940703,2,0,52.01798626787449,27.73052623259334,5
10,6,13.623151877445096,3,1.0953380131028876,1,0,53.35308543860667,30.510574797822997,5
12,6,24.665478498353124,3,20.24954801276608,2,0,4.693419464521204,12.436000312929302,5
10,6,13.941182097664498,3,5.3953748481511425,1,0,39.230719189633966,26.830140150206393,5
12,6,22.781871479878774,2,19.79468972757634,1,0,4.826999529777229,12.127348458503782,5
10,6,10.658519733450168,3,3.277168103657223,5,0,48.106348576900785,30.21124772792246,5
12,6,21.86583839113375,3,19.142885231436157,5,0,1.6892579041684783,8.280088229955219,5
10,6,12.160142918780494,2,5.07460621509382,3,0,38.32678151966287,28.10922634409808,5
10,5,9.472166027405082,3,-0.2869771093460578,3,0,51.77685153661389,29.981966291603662,5
10,6,11.20813552374653,4,3.5607398829358896,5,0,50.67564362683707,28.23612316796109,5
10,8,12.172541044382243,3,6.1841719999133,3,0,37.9265529680853,27.06517753998514,5
10,6,8.610639287658179,4,4.773071898285424,4,0,38.859261273033425,28.972229336465894,5
10,6,13.189374835636752,3,3.187969682804935,3,0,47.08664241094823,27.807908914113245,5
10,6,12.486549905795593,3,5.61092157849703,2,0,39.0065795140915,26.04975284232177,5
12,5,21.966415173659286,3,18.437234507827814,1,0,4.690239507662724,13.49021167176088,5
10,8,10.743371253933232,3,3.6412567283997355,3,0,45.55878676074474,28.373711618533513,5
10,6,7.705563725674784,2,-0.03703701842006346,5,0,52.77925072032114,29.415708847621076,5
10,6,10.722784158578923,4,2.0731531026300054,5,0,50.02666143271524,29.636867935757554,5
10,8,12.339358052498666,3,5.5382251259031765,3,0,39.85791733841458,30.410364190274752,5
12,8,26.11929659790303,4,18.575232961391148,3,0,7.867074278006381,13.533769600336788,5
10,6,13.218388105707744,4,5.36149949908591,3,0,35.723315694962366,26.431846010560722,5
10,6,11.717126055898698,3,3.1010618586512795,1,0,44.421767991929585,28.697671580725128,5
10,6,11.229883423583658,4,1.5065563856718605,3,0,46.058377319833745,30.16754025999048,5
10,6,11.542594088939131,4,0.9177419037399766,3,0,50.12897051076396,30.98244579865164,5
12,6,22.905503101506234,3,19.232185487586253,1,0,4.05818179764654,11.412484749053313,5
10,6,11.407346301276505,4,0.031955233341207645,4,0,50.860832006585724,29.336507207851902,5
10,8,14.541983355725355,3,8.396422944430526,3,0,32.48691848368313,25.81061055349395,5
10,6,14.462802620571603,4,6.880284150626998,1,0,41.419902831847054,23.495283083974652,5
10,6,12.5766564339774,3,3.452758197153731,2,0,40.63462709396923,28.73305906366501,5
10,7,13.845804953105823,4,5.0080454554432166,3,0,37.06535487806611,26.902980683098072,5
10,7,7.693058756910883,4,-0.0607223276854949,5,0,48.66520799901744,30.739205606768014,5
12,6,23.04777913658954,3,20.363771411801537,5,0,3.8732474757028275,9.64852025385239,5
12,6,23.12790287061908,4,19.100084646269924,3,0,8.07195848908289,12.979326639982872,5
10,6,13.181793853236833,4,0.6863841971563946,3,0,53.57616230566514,30.764004653899164,5
10,7,9.440404127795288,3,-0.06071116765285822,3,0,50.80909454604225,29.41832534910272,5
12,3,25.503708734411653,3,18.823034976064545,3,0,13.270444833618082,12.781019089352007,5
10,8,11.828046251720455,3,5.8982180186681115,3,0,39.689292116115666,31.439315640918753,5
10,3,13.208816160129803,2,8.551225617136202,3,0,33.911914597260534,22.590942516393863,5
10,6,11.794872060136436,2,4.716375212481365,1,0,39.00963949920876,26.22536801429383,5
12,7,23.37230895121091,4,19.816254630640845,3,0,6.335628649875881,14.560382640231484,5
12,6,23.428940709264207,2,19.058981781068507,3,0,0.4965002643820817,11.902638903784593,5
10,4,10.319101680952732,3,2.1788032715938623,2,0,49.360767457377996,31.138783511178072,5
10,5,12.661463240878764,3,5.89639753834429,1,0,38.93095920845156,27.00279077003181,5
10,6,13.628937181181294,3,3.039130187538005,2,0,49.686664340959574,29.044749802665635,5
10,6,12.218819906573962,2,2.974278307884859,3,0,49.10301734567442,30.318129015050232,5
10,5,15.616718160489338,3,6.755069049447358,3,0,35.31742306576691,24.668418457842996,5
10,6,14.058302295154986,3,4.958371220175646,3,0,41.54157958322559,28.425450486735343,5
10,9,13.673132320050698,3,6.8507030891200005,5,0,34.75116068150079,24.10577794237915,5
12,7,24.314287840963814,4,20.092695149064816,3,0,5.640466509693605,13.305655620394326,5
10,4,10.273193718508008,3,-1.0648648642047238,4,0,52.272512668319855,29.037876239281374,5
10,7,14.865185235649472,3,6.8183548045205224,2,0,43.572176109299335,26.757679149949418,5
12,6,22.799579278760252,3,18.984655963709734,2,0,5.99636832575454,13.219458861857888,5
9,4,1.857034374689519,2,0.5111754047749653,1,0,51.23558138319247,29.698476401459992,5
12,5,27.178543838494296,3,18.573694736892758,5,0,9.454660329583163,14.259657246176822,5
10,6,12.258934537962311,2,4.277364638636747,4,0,44.005770919258836,30.01230616540182,5
10,7,11.553699064897737,3,0.08180430912008241,5,0,54.8948408736048,28.003460917896298,5
10,7,12.77090265431611,4,0.5655842838885512,4,0,52.69879061349712,28.90791517036767,5
12,6,21.538547553917866,4,18.353170166989653,5,0,4.2447576152966064,10.239470056068816,5
10,5,11.742110878711319,3,6.867537068349369,4,0,37.900619311930086,26.80858374595423,5
10,6,8.371794121384674,3,-0.11617373984786816,6,0,45.624102199529915,30.273463096040757,5
10,6,10.271385552901785,2,0.8457104030907132,3,0,46.86650132296904,28.62720094055245,5
10,6,12.36592003248124,3,3.3003512114540143,3,0,47.05543282104379,29.442662660678288,5
10,6,7.903795158407043,2,-0.23182329805398894,3,0,51.832555121778896,29.67783822132404,5
12,12,21.967800942616545,3,12.044126925543468,2,0,28.97361379077571,25.94831443795527,5
12,8,22.742892690824092,3,18.340965741298973,3,0,7.628975537514792,13.37677776243994,5
10,6,13.442616413859316,3,6.9078094411220885,2,0,37.53354530389697,26.18388352322226,5
10,6,11.152895261744419,3,4.4848947455387815,4,0,42.88942681003668,28.127835686186764,5
10,6,10.468180658642675,4,6.2515725520197964,3,0,41.51892609561858,25.804331649537335,5
10,8,10.654830405261825,3,3.770853537393263,3,0,50.6362872499876,29.328432082624133,5
10,6,9.344494457387999,2,0.25047425237927,3,0,51.218271578082664,28.846672245313403,5
10,7,11.051344606260397,3,3.2569991346749934,1,0,51.93685149643514,29.196541868567213,5
10,8,10.287773773009938,3,0.913094680149614,5,0,52.487120941880384,29.687004721501374,5
10,5,13.760327043460117,2,0.28695453906239443,3,0,52.401187300792195,31.885569063404073,5
12,8,24.22668320784793,3,19.344151305019626,3,0,3.6732757545712538,14.223043715416997,5
11,6,13.252739027320612,4,3.4780477611106537,3,0,45.00986382166567,26.60938158268442,5
10,8,14.66304510825403,3,6.443918504517218,5,0,35.69226277403763,26.82552629264719,5
10,6,14.489903229043865,2,7.443472872618786,5,0,37.67476898050103,27.094298361956625,5
10,6,9.558428548919068,3,1.816820173008761,4,0,51.103104352239555,27.47183538958082,5
10,8,12.694095001558273,2,5.270636838366711,3,0,38.37275751376325,28.020569619429335,5
10,7,10.634790693339973,4,0.4921066290101468,5,0,51.81911264103316,30.90797170133225,5
10,6,15.15148885769051,3,4.7520687168636195,5,0,38.4648238279762,26.837339027277544,5
10,6,11.092368665397228,3,3.172542797690479,5,0,47.98998163364546,29.180956544567938,5
10,6,11.218171751215715,2,1.0405162127817533,3,0,52.178675006633576,28.463510439103,5
10,5,8.534431383687533,3,0.8436113869523396,6,0,49.52407863725695,31.295887284967183,5
12,6,25.764339953764836,3,18.928992045925906,4,0,7.93220340773461,13.12982007463437,5
10,8,10.105380853255431,3,2.434195038462766,3,0,51.07157577864669,30.05077363437725,5
10,6,12.387592200889834,3,4.884648044579239,2,0,44.107413801285716,29.548877579447435,5
10,6,9.347042732526068,3,3.418269976296214,1,0,48.578723899351886,28.792838077128277,5
10,5,13.580973238959434,3,6.65671754182774,2,0,38.858020624085974,27.098095437301975,5
10,6,14.038418388354042,2,2.436248484467873,3,0,48.206111431171124,29.64557794737425,5
12,7,22.023507352509768,4,20.575977572378243,3,0,8.760864455818556,11.710648297823727,5
12,6,22.907958428726438,3,19.287864750414954,1,0,3.330200329079087,12.532604923198281,5
12,6,23.079261253577883,3,19.610682644465147,5,0,6.890449258610143,11.55448198713232,5
12,7,24.657748235963908,4,19.082139778791866,3,0,7.7508929380918925,12.625590855950204,5
10,8,7.355688609927011,3,0.7287793011368393,3,0,51.64988191429914,29.85655261831313,5
12,8,22.782618818693123,4,19.450391560709136,3,0,4.8396791313920335,13.049544549898801,5
12,8,26.111829218513837,3,18.455917797465315,3,0,13.548012865539114,12.571180392819759,5
10,5,11.910142969608557,3,3.0917041712856133,3,0,48.93291999953911,29.223299793812963,5
10,6,12.556840031775387,2,5.405143596718918,4,0,39.360822191542965,27.754200673806917,5
10,7,14.792249473934813,4,5.888882186366359,3,0,39.82763223663366,26.351491780900904,5
12,6,23.310520179791467,4,19.233001099971435,2,0,5.660169398182708,10.560288817283805,5
10,4,11.994920202172418,2,5.0508451106067325,3,0,39.41293791592934,25.975677516618564,5
10,6,14.159025728839822,4,6.536243594513152,3,0,38.22433129838919,25.353107573836223,5
12,6,23.901059799946466,2,18.86469723790186,5,0,8.071002243733746,10.131179950797014,5
10,5,7.785353973841443,3,0.6448177255992071,5,0,49.21119233615272,31.042798483562752,5
10,8,11.671226684094867,3,4.275358622770344,3,0,44.192715120726064,27.57956843888878,5
10,6,14.157932323333302,3,6.386554076760412,1,0,36.71708114759845,28.780742004770634,5
12,6,22.623518271608415,2,18.523430879900893,3,0,-0.5613766753302301,11.103950952014163,5
10,9,14.043585729266615,3,8.051983882151287,5,0,34.32419960311469,25.375160693610304,5
10,8,11.393720066102421,2,0.21647521295231797,3,0,49.829487170302485,29.053786876967536,5
12,6,24.006540477063844,4,18.890068642098118,5,0,4.978350938488701,11.717909701584697,5
10,6,6.3619672103740745,3,-0.247505933916365,5,0,50.484146144932446,29.661950320615997,5
10,7,11.889506560220049,4,0.745176179087947,4,0,52.731278961019754,28.037998387654312,5
12,6,26.84042522605465,2,18.505203291596047,3,0,9.438186798081276,11.457915417576725,5
10,4,12.883358556291926,3,5.404509799865439,4,0,38.8574899255601,25.565777024143898,5
9,9,4.084487850626853,4,1.0804821496583283,2,0,50.404942212810624,26.363698040152496,5
10,6,11.197205259360304,3,0.9947833290402883,4,0,48.92283108181856,28.966844170649065,5
10,6,12.800253916815704,2,3.554130353606949,4,0,40.47667653377448,27.935052346738896,5
10,6,10.136510237589814,4,3.9042428974777454,5,0,42.09289066567108,26.869434895385574,5
10,8,12.551297613153855,3,6.0221459960836805,2,0,39.116218159812696,24.590260970068837,5
10,6,12.959792915189732,3,5.689849049312903,5,0,38.07754657872148,28.79401690199367,5
10,6,13.02196455692135,3,6.0999007334700055,4,0,37.81576400508063,25.8703563359892,5
10,6,11.650874845553883,3,4.076433831033734,4,0,49.405334842093204,26.831869909541517,5
12,4,26.523589621296775,3,19.569012942606072,3,0,11.021071721692508,13.175960399224746,5
10,5,15.004098621615352,3,6.840427024068626,1,0,39.159086180099315,25.47246446595635,5
10,6,6.595129785054963,3,-0.9004580534126614,3,0,49.756931084076555,31.60721073432132,5
12,7,21.584685022610287,4,18.867486781059615,3,0,9.445282068000308,12.60552853351,5
10,6,11.176527885993602,3,6.215195960639919,5,0,42.04175729813046,27.11800778313653,5
10,6,12.458567982065757,3,3.6145637903387815,3,0,48.79639498089417,30.69251609670622,5
10,6,9.812284616154184,3,4.545895483929632,4,0,47.99054902940983,28.274044949461736,5
12,5,22.69897320355757,3,19.110363966330816,3,0,7.438199297489744,11.013008723795194,5
10,7,9.423556331871026,3,0.6988880837228209,3,0,51.04950662399103,31.22745072983672,5
12,8,23.66199850629223,4,19.093946628319873,4,0,4.080941142672279,12.54685925947862,5
10,5,15.340437516144851,3,6.976345991550704,2,0,38.754651560417756,27.662002227547045,5
10,6,12.405327790259886,4,4.398712323506496,3,0,46.738134382727125,28.414650422130304,5
10,3,11.602079254184096,1,-0.43904557405580213,4,0,51.65052552740498,29.937758610153136,5
10,6,11.834752021503872,2,-0.9351824949609835,1,0,51.05308037044717,30.05976873271955,5
10,8,13.629680201203499,4,0.1986898409406912,4,0,51.94752192424256,29.17335364888565,5
10,6,11.288166309858209,2,3.3137572006585536,2,0,50.207728430294885,27.680335227901704,5
12,6,24.674425533485298,2,19.46689306396621,4,0,7.2455578497467705,11.810179856775548,5
10,5,8.81261285989575,3,0.048242370971390613,6,0,48.95513876601323,30.27488328267384,5
10,4,13.219161732822094,2,5.490562951519687,1,0,38.434794195432474,27.446787984688708,5
10,7,11.439105924131745,3,2.6880839209366254,4,0,50.711920258517786,28.46040946508766,5
10,6,10.170797691735533,3,4.062088539082293,5,0,47.847119284199565,27.947816536453487,5
10,4,13.589103083508684,3,5.330960999778976,4,0,42.99055028499569,26.136480421847295,5
9,4,2.57403573974079,2,-1.0137602847542464,1,0,47.1090531322083,28.588320707974304,5
10,5,13.46393678848181,2,7.122395943659882,2,0,37.689025857654826,24.245215084172223,5
10,7,7.177792679435021,3,-1.0793161764662091,3,0,51.326277196691,28.51744604919049,5
9,6,4.299574965773375,4,-0.29116305158744815,5,0,51.56587346679948,30.028963625369176,5
10,6,5.051629901141856,2,0.7104731276021781,3,0,51.32583400696461,28.60700000999565,5
12,6,24.488664894726938,2,19.324958373891725,3,0,9.0157655915262,13.778765786530284,5
12,8,23.343770372728528,4,20.148238631496444,1,0,6.268844615834929,11.957581499652868,5
10,6,11.329924722826828,3,4.041351338438325,4,0,41.993404452121666,26.640256649967462,5
10,6,6.123000554599845,3,-0.6156186804270387,5,0,49.30493966617502,28.82873102058166,5
12,6,22.117913895477646,3,18.92516461973296,5,0,3.5459645656520866,10.707690460161125,5
10,6,13.685105514060268,3,5.735906039002183,2,0,44.87845665635799,25.573626528588825,5
12,6,25.005960053415826,4,18.0061935922897,3,0,9.179668867233882,12.621804711844334,5
10,5,11.3311677134547,2,5.883853661660917,3,0,39.79059060867363,26.402634240676772,5
10,6,12.125454568059741,3,5.271744006604519,3,0,37.26410288743723,27.32894397611245,5
12,6,25.810916812614437,2,19.39249191638714,2,0,6.823252380636166,14.125575537229192,5
10,8,11.509991433163195,3,3.2883885864704574,3,0,50.61967751527362,29.182289281285193,5
10,6,11.987392265806433,2,5.140500627795755,1,0,40.88659597917821,25.948440365834063,5
12,5,25.85445774836093,3,17.992874558339455,3,0,8.950838296609675,12.329571141866369,5
10,6,6.36812543242316,3,0.8896725616538586,3,0,51.08849602845559,32.12077785501784,5
12,6,26.302754381581202,4,19.15695338257713,3,0,11.086966906274238,13.832544861268437,5
10,6,11.59774605041927,3,3.6982324150197066,3,0,43.845124523467234,28.688916095152198,5
12,6,23.403184184016343,3,19.01823464190738,5,0,5.629852539176175,10.271102439622947,5
10,6,12.977188822169042,3,7.277771033039535,5,0,40.5112735610781,25.25847801991627,5
12,6,23.42712831875263,3,18.246331919551373,5,0,4.041350468069368,11.189476532446605,5
10,7,13.512785331998742,4,6.373854424621489,2,0,39.77784819832372,28.196120078463686,5
10,6,13.159235299684235,3,7.020615516012713,5,0,36.78948197627692,26.863458568137734,5
9,7,2.9282097436332055,3,-0.07385024607684088,2,0,51.359468437473964,28.037650336989305,5
10,8,9.677546000002224,3,2.6299234108517524,5,0,50.046291632443484,27.74115664436167,5
10,6,11.092209836094934,3,5.34438512403655,5,0,40.060216511325834,27.456279798552927,5
10,6,7.790100514180411,3,-0.26111466371379777,6,0,50.7932159332336,30.80264352470962,5
10,6,9.882892736677219,3,-0.34472562822610264,2,0,50.32883496304456,30.32774500779493,5
10,9,4.747851319447931,4,-0.5606490096734706,2,0,48.54551007565293,28.632946400022497,5
10,6,12.28730637351325,2,6.319458565545978,5,0,38.71327118972228,26.97812464677272,5
12,6,22.718078037810592,3,19.227388998559377,5,0,1.4103461887457733,10.085236388517256,5
10,4,11.928479809954373,2,5.129981367033179,3,0,38.675878115132086,26.5611931810653,5
10,6,11.602021326037306,3,3.5229501524234212,2,0,52.31539480292897,27.242811056014567,5
10,3,11.388488882175555,2,-0.2963775768368304,4,0,53.911733145885876,30.654195543589392,5
12,8,22.339275652287547,4,18.337181095231134,3,0,7.78610323270799,13.403275961435675,5
10,6,11.758657579713772,3,3.4322600072087273,3,0,49.90116534566913,28.281595375194524,5
10,6,12.380759402285335,4,5.157023521115383,3,0,42.46537610494937,29.461611308440393,5
10,6,9.34910504966124,3,1.480638139876417,5,0,46.336463347390406,29.926239707239972,5
12,8,26.871550573257245,4,19.112002166121574,3,0,12.87667887745363,12.926805969533518,5
12,6,23.003581744437277,2,18.280678314994134,1,0,5.697869459287203,12.696555150897744,5
12,6,24.73478647466748,3,18.228923198641226,4,0,7.2143722541905735,13.806714779629644,5
12,6,22.459960731031906,3,19.118608440440994,3,0,3.590671682160009,12.591241840760805,5
10,6,12.42226881576237,3,6.450757744517924,2,0,39.30103674431194,27.823434772169755,5
10,6,13.256594394289504,2,5.51757581051622,1,0,43.959004523098656,27.651105968034592,5
12,8,24.425935002167417,3,19.246716780081634,3,0,4.758326293670111,12.98815908148173,5
10,6,12.107326156378228,2,3.4571747800696073,3,0,47.93920394703176,28.515275542279582,5
10,7,11.209605943376966,3,4.245361385046278,5,0,50.62241851670246,28.174205129556615,5
10,8,13.817702760403478,3,7.464956865446677,3,0,33.57808546443588,26.22665702605317,5
10,8,10.251647921712996,3,1.3501689883318075,3,0,51.165450137571455,30.700738137792587,5
10,8,12.827308896310104,3,2.6053387889563666,3,0,50.29754633293413,27.801853881941156,5
12,6,22.151048419894696,2,19.766639915547337,1,0,6.657570700293915,11.560784065316628,5
10,8,12.053445844467303,3,-0.373842153374607,4,0,50.6420600078887,27.78902148129222,5
12,8,22.861467945719703,4,19.51902529642196,3,0,6.569630002546711,12.699405580904234,5
10,8,11.35023158959745,3,3.2686018486060266,5,0,50.04221541610647,28.216746015611417,5
10,6,11.971299789073305,4,7.447322153875643,3,0,37.80399266011848,25.273759018208455,5
10,6,9.565033672068191,3,-0.45530295159895573,0,0,52.78465932870183,29.513483100514286,5
9,8,2.7014483700028524,4,-0.40194125554775617,5,0,50.10753367775615,28.55913692206342,5
10,6,12.157479350669558,3,3.8686526233973773,2,0,49.26177806798047,28.355821114752953,5
10,6,6.848326673167524,2,0.12822911488500743,3,0,50.91352359532996,30.251233327436697,5
10,5,13.891143069704606,3,6.605010785616255,3,0,35.09638430687694,23.368323296172242,5
10,7,10.088841005988336,3,1.863075718278699,2,0,48.420335795159744,32.27383619570064,5
10,6,10.700392160184197,3,3.079957306933027,5,0,49.90093951650918,28.446664087317455,5
10,8,10.303568534745542,4,0.261013043198961,4,0,51.975361013934815,30.47164909128862,5
10,5,14.709295992183606,3,7.056465260851878,3,0,33.80361398931201,26.70062682486174,5
12,6,24.04054702194668,4,19.693578436886,3,0,7.299483030277212,13.68092244820357,5
10,8,13.128662945649541,3,3.9173838359071684,3,0,46.39543016391662,28.017027897838208,5
12,4,21.381672499201912,2,19.24886183135463,4,0,6.565420405862106,13.904788111234994,5
12,6,24.686521155863453,3,18.168819912874888,4,0,1.2870985132733708,11.083636336566787,5
10,6,12.247297646419197,2,5.240522420299963,3,0,38.476448383984376,25.348413262354455,5
10,5,8.74378933939572,3,-0.24807788558898203,3,0,51.43986079555,30.61096905019448,5
12,6,23.976741562369927,3,19.736724983063965,2,0,4.560790704601448,12.623518730194606,5
10,6,11.412144925309851,2,-1.237766319838565,3,0,54.292554504030655,32.0477414343147,5
12,8,22.38608009270574,4,19.26451145212046,3,0,7.509864769966137,12.309284947641638,5
10,6,12.22795959739044,3,0.8329321657219744,2,0,51.59041545075654,28.30083785467382,5
10,6,12.38187703058257,3,-0.32353737626307755,1,0,51.740583373526675,29.907971419823024,5
10,6,8.740454856314013,3,-0.650533772532901,3,0,51.0529279357642,28.80120003807997,5
10,5,7.60695443463084,3,0.25872523650848755,3,0,48.58398007304962,31.424223534444764,5
12,4,23.620723622005926,2,19.028789707774663,4,0,4.96332341932659,11.774323205037234,5
12,8,23.360362796595627,3,19.140642064876232,3,0,6.734294745953084,12.954390296483865,5
10,6,12.214315688028943,3,2.83339126587412,1,0,51.73996234333682,28.663293269813924,5
10,8,11.587161207253565,2,0.46488451940167863,3,0,47.172948670150326,28.652034967649932,5
10,6,11.508085672243215,3,5.58751480504615,4,0,41.59046877348925,27.18698477874683,5
12,6,24.98988062694591,4,19.959868440625755,3,0,8.788522882182857,12.53181743670623,5
10,5,8.9869621231703,3,4.13713510854884,3,0,49.60613366252308,30.593993272533506,5
10,8,9.366698682211279,3,-0.14959989759948478,3,0,53.77930974935845,30.698431209012984,5
10,6,10.765807402588944,3,4.4859781987072385,1,0,47.08596774633289,28.185669813521965,5
10,4,13.188447234193816,3,6.467704719077738,3,0,37.05483688494166,27.24866670237856,5
10,6,5.052622847787654,2,0.648893927519671,3,0,50.53871211570423,26.668279100996116,5
10,6,13.34876417847434,3,4.124573561813792,2,0,42.11606920607497,28.0148573909273,5
10,6,13.718896870430232,3,5.848656313729625,1,0,35.57501791992303,28.29884399659289,5
9,8,3.473156438452973,4,0.214460827061437,5,0,48.852169137671666,29.63585351673392,5
10,6,11.941595136712253,3,-0.26939540793004646,4,0,53.028834285028196,30.370913784245396,5
12,6,23.867359701532227,4,19.84870940055173,2,0,3.479827673297603,12.228552497095855,5
12,8,24.771264119750526,4,19.299851555469225,5,0,3.441690773911837,11.734563226305838,5
12,8,22.693479699951396,2,18.90437394393261,3,0,11.12776753117317,14.442271909411941,5
10,6,12.278556218970733,3,6.736130009061938,3,0,37.29821861634372,24.094928905821245,5
10,7,14.06236177199604,3,4.415041311259065,1,0,37.156838270759955,26.432029655383964,5
12,7,27.439287721990343,4,19.027444923841973,4,0,9.720090749873258,13.298673619114437,5
10,8,12.682435389413014,3,2.9469548279799422,5,0,47.954676067352516,29.606325178154666,5
12,6,24.380471265049337,3,19.06110776728575,2,0,9.583737220246654,12.760207758382714,5
10,6,12.679112360519165,2,5.778757774318002,4,0,38.14123604755506,26.27276936667048,5
10,8,11.358123548503379,4,0.3114154705960601,4,0,50.202867457627065,29.774416159368695,5
12,5,24.172386601929112,3,19.242886098879172,3,0,7.343113223978646,13.106579385003313,5
