time,a1,a2,a3,a4,a5,a6,a7,a8
1.0,1.0,24.0,0.0,0.0,3.0,0.0,52.0,29.0
1.0,1.0,22.0,1.0,15.0,3.0,11.0,0.0,0.0
1.0,7.0,24.0,1.0,16.0,2.0,0.0,53.0,0.0
1.0,7.0,0.0,1.0,12.0,4.0,15.0,52.0,0.0
0.0,0.0,26.0,1.0,1.0,0.0,12.0,1.0,28.0
0.0,0.0,22.0,1.0,12.0,4.0,13.0,12.0,29.0
0.0,1.0,27.0,1.0,1.0,0.0,14.0,45.0,28.0
1.0,0.0,23.0,1.0,12.0,0.0,1.0,53.0,12.0
6.0,0.0,28.0,1.0,17.0,2.0,14.0,0.0,0.0
6.0,0.0,24.0,0.0,18.0,1.0,14.0,51.0,1.0
1.0,1.0,0.0,1.0,18.0,4.0,0.0,51.0,23.0
5.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,12.0
6.0,0.0,27.0,1.0,18.0,3.0,14.0,51.0,28.0
1.0,0.0,1.0,1.0,15.0,1.0,11.0,0.0,12.0
5.0,1.0,24.0,2.0,17.0,2.0,15.0,52.0,0.0
0.0,7.0,0.0,0.0,12.0,2.0,15.0,52.0,0.0
1.0,1.0,22.0,2.0,15.0,2.0,13.0,34.0,0.0
0.0,1.0,25.0,0.0,19.0,2.0,11.0,34.0,30.0
1.0,1.0,25.0,0.0,16.0,1.0,0.0,52.0,12.0
5.0,7.0,28.0,0.0,17.0,2.0,15.0,52.0,12.0
0.0,1.0,1.0,1.0,19.0,3.0,13.0,51.0,30.0
0.0,1.0,27.0,0.0,0.0,1.0,13.0,23.0,30.0
6.0,0.0,0.0,0.0,12.0,0.0,11.0,0.0,12.0
0.0,1.0,27.0,0.0,19.0,1.0,12.0,34.0,30.0
6.0,1.0,25.0,1.0,16.0,4.0,12.0,53.0,0.0
0.0,0.0,24.0,1.0,1.0,4.0,14.0,45.0,28.0
5.0,1.0,25.0,2.0,0.0,1.0,14.0,34.0,30.0
1.0,0.0,27.0,1.0,12.0,2.0,0.0,53.0,12.0
0.0,1.0,23.0,0.0,0.0,3.0,12.0,23.0,30.0
1.0,7.0,22.0,1.0,15.0,0.0,11.0,12.0,12.0
5.0,1.0,25.0,2.0,17.0,3.0,15.0,0.0,0.0
0.0,1.0,23.0,1.0,19.0,3.0,13.0,51.0,12.0
1.0,0.0,0.0,2.0,18.0,3.0,0.0,52.0,1.0
6.0,7.0,1.0,1.0,12.0,3.0,12.0,1.0,0.0
1.0,1.0,28.0,1.0,12.0,1.0,1.0,0.0,12.0
1.0,1.0,0.0,2.0,19.0,2.0,0.0,51.0,12.0
5.0,0.0,27.0,1.0,17.0,3.0,11.0,0.0,12.0
6.0,1.0,25.0,1.0,19.0,1.0,14.0,45.0,12.0
1.0,1.0,22.0,1.0,15.0,4.0,11.0,12.0,29.0
0.0,1.0,27.0,2.0,19.0,2.0,12.0,34.0,30.0
1.0,7.0,25.0,1.0,16.0,3.0,0.0,53.0,0.0
5.0,7.0,27.0,2.0,17.0,2.0,15.0,23.0,0.0
1.0,7.0,25.0,0.0,16.0,2.0,15.0,45.0,0.0
5.0,1.0,25.0,1.0,12.0,2.0,11.0,1.0,12.0
1.0,1.0,1.0,1.0,16.0,0.0,13.0,1.0,28.0
1.0,1.0,12.0,1.0,12.0,4.0,13.0,34.0,0.0
0.0,1.0,0.0,1.0,0.0,4.0,13.0,23.0,30.0
1.0,1.0,23.0,1.0,19.0,0.0,14.0,34.0,30.0
1.0,1.0,24.0,1.0,15.0,3.0,11.0,12.0,0.0
0.0,1.0,0.0,2.0,12.0,0.0,12.0,1.0,12.0
6.0,1.0,23.0,2.0,19.0,4.0,14.0,45.0,1.0
6.0,1.0,27.0,0.0,18.0,3.0,14.0,51.0,28.0
1.0,1.0,0.0,1.0,12.0,1.0,15.0,52.0,12.0
5.0,1.0,0.0,1.0,16.0,0.0,0.0,53.0,12.0
1.0,0.0,0.0,1.0,18.0,2.0,0.0,51.0,12.0
0.0,1.0,26.0,1.0,1.0,1.0,1.0,0.0,12.0
6.0,1.0,27.0,0.0,16.0,2.0,0.0,53.0,12.0
5.0,7.0,23.0,1.0,17.0,2.0,13.0,23.0,0.0
6.0,1.0,12.0,1.0,12.0,3.0,12.0,0.0,0.0
0.0,1.0,26.0,1.0,19.0,4.0,11.0,45.0,1.0
5.0,1.0,24.0,2.0,17.0,1.0,11.0,0.0,12.0
0.0,1.0,27.0,1.0,19.0,3.0,13.0,51.0,30.0
0.0,1.0,24.0,0.0,0.0,3.0,1.0,12.0,29.0
1.0,1.0,24.0,1.0,16.0,4.0,1.0,1.0,28.0
1.0,0.0,26.0,1.0,12.0,4.0,15.0,52.0,0.0
5.0,1.0,24.0,2.0,16.0,3.0,15.0,23.0,28.0
1.0,0.0,25.0,1.0,1.0,1.0,1.0,1.0,0.0
1.0,7.0,0.0,1.0,12.0,3.0,15.0,52.0,0.0
6.0,1.0,25.0,1.0,16.0,4.0,11.0,1.0,28.0
1.0,1.0,0.0,0.0,12.0,2.0,1.0,0.0,0.0
5.0,1.0,22.0,0.0,1.0,1.0,11.0,1.0,12.0
1.0,7.0,26.0,1.0,16.0,0.0,0.0,1.0,28.0
1.0,0.0,27.0,1.0,16.0,1.0,15.0,0.0,12.0
0.0,1.0,0.0,2.0,12.0,3.0,13.0,34.0,30.0
0.0,1.0,12.0,0.0,1.0,2.0,1.0,0.0,12.0
1.0,7.0,27.0,1.0,15.0,4.0,0.0,53.0,0.0
6.0,0.0,28.0,1.0,17.0,3.0,14.0,0.0,12.0
1.0,1.0,27.0,2.0,15.0,4.0,1.0,0.0,0.0
1.0,1.0,26.0,0.0,12.0,2.0,11.0,0.0,0.0
6.0,7.0,0.0,1.0,17.0,4.0,1.0,0.0,0.0
0.0,1.0,25.0,2.0,1.0,2.0,11.0,0.0,0.0
0.0,1.0,25.0,0.0,19.0,2.0,11.0,34.0,30.0
5.0,1.0,25.0,1.0,19.0,1.0,14.0,34.0,30.0
7.0,0.0,22.0,1.0,1.0,0.0,1.0,1.0,28.0
6.0,1.0,28.0,2.0,17.0,1.0,0.0,52.0,12.0
1.0,1.0,0.0,1.0,18.0,3.0,0.0,53.0,1.0
6.0,1.0,12.0,0.0,17.0,2.0,11.0,0.0,12.0
1.0,7.0,22.0,1.0,15.0,3.0,13.0,23.0,0.0
6.0,1.0,24.0,1.0,15.0,2.0,11.0,12.0,29.0
0.0,1.0,23.0,1.0,1.0,4.0,13.0,12.0,28.0
1.0,1.0,27.0,0.0,16.0,2.0,0.0,53.0,0.0
0.0,1.0,22.0,1.0,1.0,4.0,11.0,1.0,12.0
6.0,0.0,0.0,0.0,17.0,3.0,15.0,51.0,0.0
1.0,0.0,0.0,0.0,15.0,3.0,0.0,52.0,0.0
0.0,1.0,22.0,1.0,0.0,4.0,13.0,45.0,30.0
0.0,1.0,22.0,2.0,1.0,2.0,13.0,34.0,28.0
0.0,1.0,25.0,1.0,0.0,3.0,12.0,34.0,29.0
1.0,7.0,27.0,1.0,12.0,4.0,15.0,52.0,0.0
1.0,7.0,26.0,1.0,16.0,3.0,15.0,51.0,0.0
6.0,1.0,12.0,2.0,12.0,1.0,11.0,0.0,12.0
1.0,1.0,26.0,2.0,15.0,1.0,1.0,0.0,12.0
7.0,7.0,27.0,1.0,17.0,1.0,15.0,0.0,12.0
1.0,0.0,24.0,1.0,15.0,2.0,1.0,53.0,0.0
1.0,7.0,28.0,1.0,15.0,3.0,12.0,1.0,0.0
6.0,0.0,27.0,1.0,17.0,2.0,14.0,0.0,0.0
7.0,1.0,23.0,1.0,19.0,4.0,14.0,45.0,30.0
0.0,1.0,0.0,0.0,1.0,2.0,12.0,0.0,0.0
0.0,1.0,24.0,1.0,1.0,0.0,11.0,1.0,12.0
0.0,1.0,26.0,1.0,18.0,3.0,12.0,45.0,23.0
0.0,1.0,23.0,0.0,0.0,4.0,13.0,45.0,29.0
0.0,1.0,24.0,1.0,0.0,1.0,13.0,34.0,30.0
7.0,1.0,25.0,0.0,1.0,2.0,15.0,0.0,12.0
1.0,1.0,26.0,2.0,15.0,2.0,12.0,12.0,29.0
1.0,1.0,0.0,1.0,12.0,2.0,0.0,53.0,0.0
0.0,1.0,25.0,1.0,18.0,2.0,11.0,51.0,12.0
5.0,1.0,25.0,1.0,18.0,0.0,14.0,51.0,28.0
7.0,1.0,0.0,1.0,1.0,1.0,0.0,34.0,12.0
5.0,1.0,0.0,0.0,0.0,1.0,15.0,52.0,29.0
5.0,7.0,25.0,1.0,12.0,2.0,11.0,1.0,12.0
5.0,7.0,24.0,0.0,17.0,2.0,13.0,12.0,0.0
6.0,1.0,22.0,0.0,16.0,4.0,11.0,1.0,28.0
0.0,1.0,24.0,2.0,1.0,2.0,1.0,1.0,0.0
1.0,0.0,0.0,1.0,15.0,2.0,0.0,52.0,0.0
0.0,1.0,26.0,2.0,1.0,2.0,1.0,0.0,0.0
1.0,1.0,26.0,0.0,16.0,2.0,15.0,52.0,12.0
7.0,7.0,28.0,1.0,17.0,3.0,15.0,51.0,12.0
0.0,1.0,27.0,1.0,12.0,0.0,15.0,52.0,12.0
5.0,0.0,28.0,1.0,16.0,3.0,13.0,23.0,0.0
1.0,0.0,24.0,1.0,12.0,1.0,13.0,12.0,29.0
7.0,1.0,0.0,2.0,17.0,1.0,15.0,23.0,12.0
0.0,1.0,24.0,0.0,0.0,2.0,13.0,34.0,1.0
1.0,1.0,0.0,2.0,16.0,2.0,1.0,53.0,12.0
5.0,1.0,26.0,2.0,0.0,2.0,14.0,23.0,1.0
0.0,1.0,27.0,1.0,12.0,4.0,12.0,1.0,0.0
1.0,7.0,0.0,1.0,12.0,1.0,15.0,52.0,12.0
1.0,0.0,24.0,1.0,16.0,3.0,1.0,0.0,0.0
0.0,1.0,12.0,0.0,12.0,2.0,13.0,1.0,0.0
0.0,1.0,0.0,2.0,0.0,3.0,13.0,45.0,30.0
7.0,7.0,0.0,1.0,17.0,2.0,0.0,52.0,0.0
0.0,1.0,22.0,0.0,16.0,2.0,11.0,1.0,28.0
0.0,1.0,27.0,0.0,12.0,2.0,0.0,0.0,0.0
1.0,7.0,0.0,1.0,18.0,1.0,0.0,51.0,28.0
0.0,1.0,0.0,2.0,12.0,2.0,15.0,51.0,0.0
1.0,7.0,27.0,1.0,18.0,2.0,0.0,53.0,1.0
1.0,0.0,26.0,1.0,12.0,2.0,15.0,52.0,0.0
5.0,7.0,28.0,2.0,16.0,4.0,15.0,52.0,0.0
1.0,1.0,12.0,2.0,0.0,2.0,0.0,52.0,29.0
0.0,1.0,12.0,1.0,0.0,4.0,13.0,23.0,1.0
1.0,7.0,26.0,1.0,15.0,2.0,1.0,0.0,0.0
5.0,1.0,0.0,1.0,17.0,2.0,15.0,51.0,0.0
5.0,1.0,26.0,1.0,12.0,4.0,14.0,53.0,0.0
0.0,0.0,27.0,1.0,0.0,1.0,12.0,23.0,30.0
1.0,1.0,0.0,1.0,12.0,4.0,13.0,23.0,30.0
0.0,1.0,27.0,2.0,12.0,1.0,13.0,1.0,12.0
1.0,1.0,0.0,1.0,18.0,3.0,0.0,51.0,28.0
1.0,0.0,27.0,1.0,12.0,4.0,0.0,52.0,0.0
1.0,1.0,27.0,1.0,12.0,3.0,1.0,0.0,0.0
5.0,1.0,26.0,2.0,16.0,2.0,15.0,52.0,0.0
5.0,1.0,0.0,1.0,12.0,4.0,13.0,1.0,0.0
0.0,0.0,0.0,1.0,12.0,3.0,1.0,53.0,0.0
1.0,1.0,26.0,1.0,15.0,1.0,15.0,23.0,12.0
0.0,1.0,27.0,1.0,19.0,0.0,12.0,45.0,1.0
0.0,1.0,22.0,1.0,0.0,5.0,11.0,12.0,29.0
0.0,7.0,26.0,2.0,12.0,2.0,1.0,0.0,12.0
5.0,1.0,26.0,1.0,17.0,0.0,14.0,0.0,12.0
0.0,1.0,26.0,1.0,19.0,1.0,12.0,45.0,1.0
1.0,1.0,0.0,1.0,18.0,0.0,0.0,52.0,28.0
5.0,1.0,27.0,2.0,18.0,1.0,14.0,51.0,28.0
0.0,1.0,0.0,1.0,12.0,1.0,1.0,53.0,12.0
1.0,1.0,25.0,1.0,12.0,4.0,11.0,0.0,0.0
0.0,7.0,22.0,1.0,0.0,4.0,11.0,34.0,30.0
0.0,1.0,27.0,0.0,1.0,2.0,13.0,12.0,12.0
1.0,1.0,27.0,1.0,15.0,0.0,11.0,0.0,12.0
0.0,1.0,25.0,1.0,19.0,4.0,11.0,45.0,12.0
1.0,0.0,0.0,1.0,12.0,2.0,15.0,51.0,12.0
1.0,0.0,12.0,1.0,15.0,4.0,15.0,52.0,0.0
1.0,1.0,27.0,2.0,0.0,2.0,0.0,52.0,29.0
1.0,7.0,26.0,1.0,12.0,4.0,0.0,52.0,0.0
1.0,7.0,0.0,1.0,12.0,3.0,15.0,52.0,1.0
0.0,1.0,22.0,2.0,19.0,4.0,11.0,34.0,30.0
0.0,7.0,22.0,1.0,12.0,4.0,11.0,1.0,0.0
6.0,1.0,0.0,1.0,17.0,0.0,0.0,52.0,12.0
5.0,1.0,25.0,0.0,17.0,0.0,15.0,0.0,12.0
1.0,1.0,27.0,2.0,12.0,1.0,13.0,1.0,12.0
5.0,1.0,27.0,0.0,18.0,3.0,14.0,51.0,28.0
0.0,1.0,1.0,2.0,12.0,2.0,11.0,0.0,12.0
1.0,1.0,24.0,2.0,12.0,2.0,1.0,0.0,0.0
0.0,1.0,23.0,1.0,0.0,3.0,14.0,45.0,29.0
1.0,1.0,12.0,1.0,19.0,4.0,0.0,51.0,1.0
0.0,1.0,26.0,1.0,1.0,1.0,1.0,1.0,28.0
1.0,1.0,0.0,1.0,15.0,1.0,12.0,0.0,12.0
5.0,1.0,27.0,1.0,16.0,4.0,15.0,0.0,0.0
1.0,0.0,23.0,1.0,16.0,4.0,0.0,53.0,0.0
0.0,1.0,12.0,1.0,1.0,1.0,13.0,34.0,30.0
0.0,7.0,12.0,1.0,12.0,4.0,13.0,12.0,29.0
1.0,1.0,12.0,1.0,12.0,4.0,15.0,52.0,0.0
0.0,1.0,24.0,1.0,0.0,0.0,1.0,23.0,1.0
0.0,1.0,23.0,0.0,19.0,2.0,13.0,51.0,30.0
0.0,1.0,23.0,2.0,1.0,0.0,13.0,45.0,12.0
1.0,1.0,0.0,2.0,15.0,2.0,0.0,52.0,0.0
5.0,1.0,25.0,1.0,17.0,1.0,15.0,0.0,12.0
6.0,0.0,28.0,1.0,17.0,2.0,15.0,52.0,0.0
1.0,1.0,23.0,1.0,12.0,0.0,13.0,34.0,12.0
0.0,7.0,26.0,1.0,12.0,2.0,1.0,53.0,0.0
1.0,1.0,0.0,1.0,12.0,4.0,0.0,53.0,0.0
0.0,1.0,26.0,1.0,0.0,4.0,12.0,34.0,30.0
1.0,0.0,0.0,0.0,16.0,2.0,0.0,53.0,12.0
0.0,1.0,23.0,1.0,12.0,1.0,12.0,1.0,12.0
0.0,7.0,25.0,0.0,19.0,4.0,11.0,45.0,12.0
5.0,7.0,27.0,1.0,16.0,0.0,14.0,0.0,12.0
5.0,0.0,28.0,1.0,16.0,2.0,15.0,52.0,0.0
0.0,7.0,0.0,1.0,12.0,3.0,13.0,1.0,0.0
5.0,1.0,23.0,1.0,16.0,0.0,12.0,12.0,28.0
0.0,7.0,25.0,1.0,1.0,4.0,14.0,45.0,0.0
1.0,1.0,0.0,1.0,12.0,1.0,12.0,1.0,12.0
5.0,1.0,0.0,2.0,15.0,1.0,15.0,51.0,12.0
0.0,1.0,22.0,2.0,0.0,3.0,11.0,12.0,29.0
5.0,1.0,25.0,1.0,0.0,0.0,14.0,34.0,1.0
5.0,1.0,27.0,2.0,0.0,2.0,14.0,34.0,30.0
0.0,1.0,23.0,0.0,1.0,1.0,13.0,45.0,0.0
0.0,1.0,12.0,1.0,1.0,0.0,0.0,34.0,28.0
0.0,1.0,12.0,0.0,0.0,1.0,13.0,45.0,30.0
0.0,1.0,22.0,2.0,0.0,2.0,1.0,23.0,1.0
0.0,1.0,27.0,1.0,19.0,2.0,12.0,45.0,1.0
0.0,1.0,27.0,1.0,1.0,2.0,13.0,45.0,28.0
1.0,0.0,0.0,1.0,15.0,4.0,0.0,52.0,0.0
1.0,1.0,0.0,1.0,16.0,3.0,0.0,53.0,0.0
0.0,1.0,25.0,1.0,19.0,1.0,11.0,34.0,30.0
1.0,1.0,22.0,1.0,12.0,0.0,11.0,0.0,12.0
0.0,0.0,27.0,1.0,0.0,4.0,12.0,23.0,30.0
1.0,7.0,0.0,1.0,12.0,2.0,0.0,53.0,12.0
1.0,0.0,0.0,1.0,12.0,2.0,1.0,0.0,12.0
6.0,1.0,26.0,2.0,19.0,1.0,14.0,45.0,30.0
6.0,1.0,27.0,0.0,18.0,1.0,14.0,51.0,28.0
0.0,0.0,26.0,1.0,12.0,3.0,1.0,0.0,0.0
6.0,0.0,25.0,1.0,18.0,4.0,14.0,51.0,28.0
0.0,1.0,27.0,2.0,12.0,1.0,1.0,0.0,12.0
5.0,0.0,0.0,1.0,12.0,0.0,12.0,0.0,12.0
0.0,1.0,23.0,1.0,19.0,1.0,13.0,45.0,1.0
1.0,1.0,0.0,0.0,0.0,2.0,0.0,52.0,29.0
0.0,7.0,25.0,0.0,12.0,2.0,11.0,23.0,30.0
1.0,7.0,27.0,2.0,15.0,4.0,0.0,52.0,0.0
1.0,1.0,0.0,1.0,15.0,4.0,15.0,23.0,0.0
1.0,7.0,27.0,1.0,16.0,0.0,0.0,0.0,12.0
0.0,1.0,24.0,0.0,1.0,2.0,14.0,45.0,28.0
5.0,1.0,22.0,1.0,16.0,0.0,11.0,1.0,28.0
6.0,7.0,27.0,1.0,18.0,4.0,14.0,51.0,28.0
1.0,7.0,0.0,1.0,12.0,4.0,12.0,0.0,0.0
5.0,7.0,27.0,0.0,16.0,0.0,15.0,0.0,12.0
1.0,1.0,23.0,0.0,12.0,1.0,13.0,34.0,30.0
1.0,1.0,22.0,1.0,12.0,4.0,0.0,12.0,0.0
1.0,1.0,0.0,1.0,15.0,4.0,15.0,23.0,0.0
5.0,7.0,0.0,1.0,15.0,0.0,12.0,0.0,12.0
1.0,1.0,0.0,1.0,12.0,4.0,15.0,51.0,0.0
1.0,0.0,22.0,1.0,12.0,2.0,13.0,1.0,0.0
0.0,0.0,12.0,1.0,12.0,4.0,1.0,53.0,0.0
0.0,1.0,0.0,0.0,18.0,2.0,12.0,0.0,0.0
6.0,1.0,0.0,0.0,17.0,2.0,15.0,0.0,12.0
0.0,1.0,23.0,2.0,12.0,2.0,13.0,12.0,29.0
1.0,1.0,27.0,0.0,12.0,1.0,12.0,1.0,12.0
0.0,1.0,25.0,1.0,19.0,1.0,11.0,34.0,30.0
1.0,1.0,28.0,1.0,15.0,2.0,15.0,52.0,0.0
1.0,1.0,27.0,0.0,16.0,3.0,0.0,52.0,0.0
1.0,7.0,12.0,1.0,16.0,0.0,0.0,1.0,28.0
5.0,1.0,27.0,2.0,0.0,0.0,0.0,52.0,29.0
1.0,7.0,28.0,1.0,12.0,0.0,15.0,52.0,12.0
5.0,1.0,25.0,1.0,0.0,2.0,14.0,23.0,30.0
6.0,1.0,0.0,1.0,16.0,4.0,0.0,52.0,0.0
0.0,1.0,26.0,1.0,19.0,2.0,12.0,45.0,1.0
1.0,1.0,24.0,0.0,12.0,2.0,0.0,53.0,12.0
1.0,1.0,24.0,1.0,15.0,2.0,15.0,23.0,12.0
1.0,7.0,22.0,1.0,16.0,4.0,13.0,23.0,0.0
1.0,1.0,27.0,1.0,12.0,0.0,15.0,52.0,12.0
0.0,1.0,25.0,1.0,18.0,2.0,11.0,51.0,28.0
6.0,0.0,22.0,1.0,16.0,3.0,11.0,12.0,28.0
0.0,1.0,22.0,1.0,1.0,1.0,11.0,1.0,28.0
1.0,7.0,0.0,1.0,16.0,3.0,0.0,52.0,0.0
5.0,0.0,27.0,1.0,16.0,4.0,12.0,12.0,28.0
0.0,1.0,24.0,0.0,19.0,2.0,13.0,34.0,12.0
0.0,7.0,27.0,1.0,19.0,4.0,12.0,34.0,12.0
0.0,1.0,23.0,1.0,0.0,0.0,13.0,23.0,30.0
7.0,0.0,22.0,0.0,18.0,4.0,13.0,1.0,0.0
5.0,1.0,25.0,0.0,19.0,1.0,14.0,53.0,12.0
1.0,1.0,28.0,0.0,12.0,2.0,15.0,52.0,0.0
0.0,1.0,25.0,1.0,1.0,1.0,11.0,1.0,12.0
0.0,0.0,25.0,2.0,12.0,2.0,0.0,0.0,0.0
5.0,7.0,25.0,1.0,17.0,1.0,15.0,0.0,12.0
0.0,1.0,23.0,1.0,1.0,1.0,13.0,34.0,30.0
0.0,1.0,22.0,1.0,1.0,0.0,11.0,1.0,28.0
1.0,7.0,25.0,0.0,16.0,1.0,0.0,53.0,12.0
1.0,1.0,24.0,1.0,15.0,1.0,15.0,51.0,29.0
1.0,7.0,26.0,1.0,12.0,4.0,1.0,53.0,0.0
7.0,1.0,24.0,0.0,17.0,0.0,15.0,23.0,12.0
1.0,7.0,1.0,1.0,16.0,2.0,11.0,1.0,28.0
1.0,7.0,27.0,2.0,12.0,2.0,12.0,1.0,0.0
6.0,1.0,22.0,2.0,16.0,3.0,11.0,1.0,28.0
0.0,1.0,27.0,0.0,12.0,4.0,12.0,1.0,0.0
0.0,1.0,12.0,0.0,12.0,0.0,13.0,12.0,12.0
5.0,1.0,26.0,2.0,19.0,2.0,14.0,34.0,30.0
5.0,1.0,25.0,2.0,18.0,2.0,14.0,45.0,1.0
0.0,7.0,23.0,1.0,12.0,3.0,13.0,34.0,0.0
7.0,1.0,23.0,0.0,0.0,1.0,0.0,52.0,28.0
1.0,1.0,25.0,0.0,15.0,2.0,15.0,23.0,29.0
0.0,1.0,22.0,1.0,1.0,1.0,11.0,1.0,12.0
6.0,1.0,22.0,2.0,15.0,0.0,11.0,12.0,29.0
6.0,0.0,0.0,1.0,17.0,3.0,15.0,0.0,0.0
7.0,7.0,0.0,1.0,18.0,2.0,13.0,51.0,12.0
7.0,1.0,26.0,1.0,18.0,3.0,15.0,52.0,28.0
0.0,0.0,23.0,1.0,0.0,2.0,13.0,45.0,29.0
0.0,1.0,0.0,1.0,12.0,0.0,11.0,12.0,12.0
1.0,1.0,0.0,1.0,18.0,0.0,0.0,51.0,28.0
6.0,7.0,22.0,1.0,16.0,4.0,11.0,1.0,28.0
0.0,1.0,23.0,0.0,0.0,0.0,12.0,52.0,29.0
0.0,0.0,22.0,1.0,12.0,2.0,13.0,34.0,12.0
0.0,7.0,0.0,1.0,12.0,2.0,1.0,0.0,0.0
1.0,1.0,26.0,1.0,16.0,3.0,15.0,51.0,0.0
1.0,7.0,27.0,1.0,15.0,2.0,15.0,51.0,0.0
1.0,0.0,0.0,1.0,12.0,4.0,12.0,0.0,0.0
1.0,1.0,0.0,1.0,12.0,4.0,0.0,52.0,0.0
0.0,1.0,25.0,1.0,18.0,4.0,11.0,51.0,28.0
6.0,1.0,22.0,2.0,17.0,2.0,11.0,0.0,0.0
1.0,1.0,12.0,1.0,19.0,4.0,0.0,51.0,12.0
0.0,1.0,1.0,1.0,1.0,3.0,12.0,1.0,0.0
0.0,0.0,24.0,1.0,12.0,0.0,1.0,53.0,12.0
