age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country
26.0,7.0,-1.0,15.0,1.0,5.0,10.0,4.0,2.0,0.0,0.0,0.0,34.0,22.0
4.0,4.0,5032.0,11.0,15.0,4.0,1.0,3.0,4.0,1.0,0.0,0.0,34.0,38.0
24.0,6.0,-1.0,11.0,15.0,2.0,10.0,5.0,4.0,0.0,0.0,0.0,44.0,38.0
8.0,4.0,-1.0,2.0,14.0,4.0,3.0,1.0,4.0,1.0,0.0,0.0,42.0,38.0
20.0,4.0,3045.0,12.0,5.0,2.0,4.0,0.0,4.0,1.0,0.0,0.0,65.0,38.0
39.0,6.0,-1.0,11.0,15.0,2.0,14.0,0.0,4.0,1.0,0.0,0.0,6.0,38.0
18.0,4.0,2086.0,15.0,1.0,0.0,4.0,1.0,4.0,1.0,0.0,0.0,34.0,38.0
45.0,2.0,-1.0,11.0,15.0,4.0,11.0,1.0,0.0,1.0,0.0,-1.0,45.0,38.0
13.0,4.0,-1.0,11.0,15.0,4.0,12.0,2.0,4.0,1.0,0.0,0.0,34.0,38.0
12.0,5.0,-1.0,9.0,4.0,4.0,4.0,1.0,4.0,0.0,0.0,0.0,55.0,38.0
45.0,0.0,-1.0,15.0,1.0,2.0,0.0,0.0,4.0,1.0,0.0,0.0,28.0,38.0
13.0,4.0,-1.0,1.0,13.0,2.0,5.0,0.0,4.0,1.0,0.0,0.0,55.0,38.0
35.0,6.0,2036.0,5.0,10.0,2.0,4.0,0.0,2.0,1.0,0.0,0.0,45.0,21.0
59.0,4.0,-1.0,11.0,15.0,6.0,8.0,1.0,4.0,0.0,0.0,0.0,6.0,38.0
6.0,4.0,-1.0,11.0,15.0,4.0,11.0,3.0,4.0,1.0,0.0,0.0,34.0,38.0
40.0,6.0,-1.0,12.0,5.0,2.0,4.0,0.0,4.0,1.0,0.0,0.0,34.0,38.0
22.0,4.0,-1.0,11.0,15.0,2.0,6.0,0.0,4.0,1.0,0.0,0.0,34.0,38.0
5.0,5.0,-1.0,15.0,1.0,4.0,8.0,1.0,4.0,1.0,0.0,0.0,39.0,38.0
25.0,5.0,-1.0,9.0,4.0,2.0,4.0,0.0,4.0,1.0,0.0,0.0,45.0,38.0
37.0,4.0,-1.0,11.0,15.0,2.0,8.0,0.0,4.0,1.0,0.0,0.0,34.0,38.0
28.0,4.0,-1.0,15.0,1.0,4.0,1.0,4.0,2.0,0.0,0.0,0.0,34.0,38.0
50.0,4.0,-1.0,9.0,4.0,2.0,12.0,0.0,4.0,1.0,0.0,0.0,6.0,38.0
14.0,4.0,-1.0,6.0,11.0,0.0,8.0,1.0,4.0,0.0,0.0,0.0,34.0,38.0
34.0,4.0,-1.0,12.0,5.0,2.0,1.0,0.0,4.0,1.0,0.0,0.0,34.0,38.0
8.0,4.0,-1.0,5.0,10.0,4.0,5.0,3.0,4.0,1.0,0.0,0.0,34.0,38.0
23.0,4.0,2343.0,15.0,1.0,2.0,14.0,0.0,4.0,1.0,0.0,0.0,49.0,38.0
17.0,4.0,-1.0,7.0,3.0,0.0,4.0,1.0,4.0,0.0,0.0,0.0,34.0,38.0
5.0,4.0,-1.0,9.0,4.0,4.0,10.0,1.0,4.0,1.0,0.0,0.0,34.0,38.0
35.0,4.0,-1.0,1.0,13.0,2.0,6.0,0.0,4.0,1.0,0.0,0.0,25.0,38.0
25.0,2.0,-1.0,12.0,5.0,2.0,10.0,5.0,4.0,0.0,0.0,0.0,34.0,38.0
36.0,7.0,-1.0,15.0,1.0,2.0,4.0,0.0,4.0,1.0,0.0,0.0,34.0,38.0
25.0,6.0,-1.0,5.0,10.0,4.0,3.0,3.0,4.0,1.0,0.0,-1.0,34.0,38.0
40.0,6.0,-1.0,11.0,15.0,2.0,5.0,0.0,4.0,1.0,0.0,0.0,34.0,38.0
32.0,7.0,4922.0,9.0,4.0,2.0,10.0,0.0,4.0,1.0,0.0,0.0,55.0,38.0
5.0,4.0,-1.0,15.0,1.0,4.0,8.0,3.0,4.0,0.0,0.0,0.0,34.0,38.0
26.0,4.0,-1.0,11.0,15.0,2.0,4.0,0.0,4.0,1.0,0.0,0.0,34.0,38.0
30.0,1.0,-1.0,9.0,4.0,4.0,4.0,1.0,4.0,0.0,0.0,0.0,45.0,38.0
47.0,4.0,-1.0,9.0,4.0,6.0,1.0,1.0,4.0,1.0,0.0,0.0,23.0,38.0
38.0,4.0,-1.0,15.0,1.0,2.0,1.0,0.0,4.0,1.0,0.0,0.0,28.0,38.0
1.0,4.0,-1.0,2.0,14.0,4.0,12.0,3.0,4.0,0.0,0.0,0.0,12.0,38.0
6.0,4.0,-1.0,6.0,11.0,4.0,3.0,3.0,4.0,1.0,0.0,0.0,13.0,38.0
44.0,4.0,-1.0,11.0,15.0,2.0,12.0,0.0,4.0,1.0,0.0,0.0,34.0,38.0
33.0,5.0,-1.0,7.0,3.0,2.0,12.0,0.0,4.0,1.0,0.0,0.0,45.0,21.0
29.0,7.0,-1.0,15.0,1.0,2.0,4.0,0.0,4.0,1.0,0.0,0.0,31.0,38.0
32.0,4.0,-1.0,9.0,4.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0,31.0,9.0
33.0,2.0,-1.0,11.0,15.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,34.0,38.0
21.0,4.0,1628.0,9.0,4.0,2.0,4.0,0.0,4.0,1.0,0.0,0.0,34.0,38.0
17.0,4.0,-1.0,11.0,15.0,5.0,8.0,4.0,2.0,0.0,0.0,0.0,23.0,38.0
8.0,4.0,-1.0,9.0,4.0,2.0,4.0,0.0,4.0,1.0,0.0,0.0,34.0,38.0
12.0,4.0,-1.0,9.0,4.0,2.0,4.0,5.0,4.0,0.0,0.0,0.0,45.0,38.0
2.0,4.0,-1.0,11.0,15.0,4.0,1.0,3.0,4.0,0.0,0.0,0.0,20.0,38.0
7.0,6.0,-1.0,11.0,15.0,4.0,3.0,3.0,4.0,1.0,0.0,0.0,34.0,38.0
25.0,6.0,2858.0,11.0,15.0,2.0,10.0,0.0,4.0,1.0,0.0,0.0,55.0,38.0
3.0,4.0,2381.0,15.0,1.0,4.0,8.0,3.0,4.0,0.0,0.0,0.0,12.0,38.0
1.0,4.0,-1.0,0.0,12.0,4.0,7.0,3.0,4.0,1.0,0.0,0.0,7.0,38.0
2.0,4.0,-1.0,0.0,12.0,4.0,8.0,2.0,4.0,0.0,0.0,0.0,34.0,38.0
33.0,4.0,-1.0,11.0,15.0,2.0,3.0,0.0,4.0,1.0,0.0,28.0,41.0,38.0
12.0,4.0,-1.0,11.0,15.0,2.0,8.0,2.0,2.0,1.0,0.0,0.0,23.0,38.0
2.0,1.0,-1.0,11.0,15.0,4.0,1.0,1.0,2.0,0.0,0.0,21.0,34.0,38.0
40.0,5.0,1857.0,14.0,6.0,2.0,10.0,0.0,4.0,1.0,17.0,0.0,55.0,38.0
50.0,0.0,-1.0,11.0,15.0,2.0,0.0,0.0,4.0,1.0,0.0,0.0,34.0,38.0
32.0,4.0,-1.0,11.0,15.0,2.0,3.0,0.0,4.0,1.0,0.0,28.0,34.0,38.0
19.0,4.0,-1.0,9.0,4.0,4.0,12.0,1.0,2.0,1.0,0.0,0.0,34.0,38.0
20.0,4.0,-1.0,15.0,1.0,2.0,3.0,0.0,4.0,1.0,0.0,0.0,34.0,38.0
22.0,4.0,-1.0,8.0,2.0,2.0,4.0,0.0,4.0,1.0,49.0,0.0,45.0,38.0
6.0,1.0,-1.0,12.0,5.0,4.0,13.0,1.0,4.0,0.0,0.0,0.0,28.0,38.0
17.0,7.0,445.0,9.0,4.0,4.0,10.0,1.0,4.0,0.0,0.0,0.0,34.0,38.0
40.0,0.0,-1.0,12.0,5.0,2.0,0.0,0.0,4.0,1.0,0.0,0.0,48.0,38.0
18.0,4.0,-1.0,15.0,1.0,0.0,13.0,1.0,1.0,1.0,0.0,0.0,34.0,38.0
33.0,4.0,-1.0,9.0,4.0,0.0,13.0,4.0,4.0,0.0,0.0,0.0,34.0,38.0
5.0,4.0,-1.0,8.0,2.0,4.0,1.0,4.0,4.0,0.0,0.0,0.0,34.0,38.0
30.0,4.0,-1.0,15.0,1.0,2.0,4.0,5.0,4.0,0.0,0.0,0.0,20.0,38.0
33.0,4.0,-1.0,15.0,1.0,2.0,13.0,0.0,4.0,1.0,0.0,0.0,34.0,38.0
17.0,4.0,-1.0,9.0,4.0,0.0,3.0,4.0,4.0,0.0,0.0,0.0,25.0,38.0
23.0,2.0,-1.0,11.0,15.0,2.0,14.0,0.0,4.0,1.0,0.0,0.0,34.0,38.0
23.0,5.0,-1.0,9.0,4.0,2.0,5.0,0.0,4.0,1.0,88.0,0.0,45.0,9.0
9.0,4.0,-1.0,9.0,4.0,4.0,1.0,1.0,4.0,1.0,0.0,34.0,39.0,38.0
4.0,2.0,-1.0,2.0,14.0,4.0,1.0,3.0,4.0,1.0,0.0,0.0,34.0,38.0
18.0,4.0,4405.0,7.0,3.0,4.0,14.0,1.0,4.0,1.0,89.0,0.0,34.0,38.0
36.0,7.0,-1.0,11.0,15.0,2.0,10.0,0.0,4.0,1.0,86.0,0.0,45.0,38.0
15.0,6.0,279.0,11.0,15.0,2.0,8.0,0.0,4.0,1.0,0.0,0.0,23.0,38.0
24.0,4.0,-1.0,7.0,3.0,0.0,10.0,1.0,4.0,0.0,0.0,0.0,40.0,38.0
8.0,4.0,-1.0,9.0,4.0,4.0,3.0,3.0,4.0,1.0,0.0,0.0,45.0,38.0
25.0,4.0,5778.0,11.0,15.0,2.0,8.0,0.0,4.0,1.0,0.0,0.0,34.0,38.0
25.0,4.0,-1.0,15.0,1.0,2.0,3.0,0.0,4.0,1.0,0.0,0.0,34.0,38.0
45.0,4.0,762.0,11.0,15.0,2.0,4.0,0.0,4.0,1.0,0.0,0.0,28.0,38.0
13.0,4.0,-1.0,9.0,4.0,2.0,10.0,0.0,4.0,1.0,0.0,0.0,34.0,38.0
25.0,4.0,-1.0,8.0,2.0,2.0,1.0,0.0,4.0,1.0,57.0,0.0,55.0,38.0
14.0,4.0,955.0,11.0,15.0,2.0,7.0,0.0,4.0,1.0,0.0,0.0,42.0,38.0
9.0,4.0,2825.0,11.0,15.0,0.0,7.0,3.0,4.0,1.0,0.0,0.0,42.0,32.0
25.0,6.0,-1.0,15.0,1.0,2.0,8.0,0.0,4.0,1.0,0.0,0.0,55.0,38.0
6.0,4.0,-1.0,11.0,15.0,4.0,6.0,3.0,1.0,1.0,0.0,0.0,34.0,18.0
16.0,5.0,974.0,11.0,15.0,2.0,4.0,0.0,4.0,1.0,0.0,43.0,45.0,38.0
23.0,7.0,-1.0,11.0,15.0,5.0,8.0,1.0,4.0,0.0,0.0,0.0,34.0,38.0
39.0,4.0,-1.0,9.0,4.0,2.0,4.0,0.0,4.0,1.0,0.0,0.0,34.0,38.0
28.0,4.0,1062.0,9.0,4.0,6.0,12.0,4.0,2.0,0.0,0.0,0.0,23.0,38.0
32.0,4.0,1918.0,11.0,15.0,0.0,11.0,1.0,4.0,1.0,0.0,0.0,34.0,38.0
42.0,7.0,4541.0,9.0,4.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,44.0,38.0
47.0,4.0,-1.0,9.0,4.0,2.0,4.0,0.0,4.0,1.0,0.0,0.0,34.0,38.0
6.0,4.0,-1.0,11.0,15.0,4.0,6.0,3.0,2.0,1.0,0.0,0.0,17.0,38.0
48.0,6.0,-1.0,14.0,6.0,5.0,12.0,4.0,4.0,0.0,11.0,0.0,34.0,38.0
0.0,0.0,-1.0,1.0,13.0,4.0,0.0,2.0,2.0,0.0,0.0,0.0,17.0,38.0
45.0,4.0,-1.0,11.0,15.0,6.0,12.0,1.0,4.0,0.0,0.0,0.0,28.0,38.0
13.0,4.0,-1.0,11.0,15.0,4.0,5.0,1.0,4.0,1.0,0.0,0.0,34.0,38.0
0.0,4.0,-1.0,1.0,13.0,4.0,6.0,3.0,4.0,1.0,0.0,0.0,18.0,38.0
45.0,0.0,-1.0,0.0,12.0,2.0,0.0,0.0,4.0,1.0,0.0,0.0,34.0,38.0
18.0,4.0,-1.0,15.0,1.0,2.0,3.0,0.0,4.0,1.0,0.0,0.0,34.0,38.0
12.0,4.0,-1.0,6.0,11.0,2.0,11.0,0.0,4.0,1.0,0.0,0.0,45.0,38.0
24.0,6.0,5578.0,15.0,1.0,6.0,4.0,4.0,4.0,0.0,0.0,0.0,55.0,38.0
26.0,4.0,-1.0,8.0,2.0,2.0,1.0,5.0,4.0,0.0,0.0,0.0,34.0,11.0
9.0,4.0,-1.0,15.0,1.0,4.0,12.0,1.0,4.0,1.0,0.0,0.0,49.0,38.0
23.0,7.0,1779.0,12.0,5.0,4.0,10.0,1.0,4.0,1.0,71.0,0.0,34.0,38.0
46.0,5.0,-1.0,0.0,12.0,3.0,5.0,4.0,4.0,1.0,41.0,0.0,55.0,38.0
29.0,6.0,-1.0,12.0,5.0,2.0,4.0,5.0,4.0,0.0,0.0,0.0,45.0,38.0
17.0,7.0,-1.0,15.0,1.0,2.0,11.0,0.0,4.0,1.0,0.0,0.0,34.0,38.0
16.0,4.0,-1.0,11.0,15.0,2.0,7.0,0.0,4.0,1.0,0.0,0.0,34.0,38.0
2.0,4.0,-1.0,11.0,15.0,4.0,8.0,2.0,2.0,1.0,0.0,0.0,34.0,38.0
23.0,6.0,-1.0,7.0,3.0,0.0,3.0,1.0,4.0,1.0,0.0,0.0,34.0,38.0
10.0,4.0,4808.0,15.0,1.0,4.0,12.0,1.0,4.0,1.0,0.0,0.0,34.0,38.0
0.0,4.0,-1.0,1.0,13.0,2.0,7.0,2.0,4.0,0.0,0.0,0.0,23.0,0.0
22.0,4.0,-1.0,11.0,15.0,2.0,7.0,0.0,4.0,1.0,0.0,0.0,34.0,38.0
29.0,4.0,-1.0,9.0,4.0,2.0,4.0,0.0,4.0,1.0,93.0,0.0,45.0,38.0
18.0,0.0,-1.0,15.0,1.0,4.0,0.0,1.0,4.0,1.0,0.0,0.0,34.0,38.0
34.0,4.0,843.0,11.0,15.0,0.0,3.0,1.0,4.0,0.0,0.0,0.0,34.0,38.0
16.0,4.0,-1.0,7.0,3.0,0.0,3.0,1.0,4.0,1.0,0.0,0.0,34.0,38.0
12.0,4.0,1968.0,11.0,15.0,2.0,3.0,0.0,4.0,1.0,0.0,0.0,45.0,38.0
7.0,4.0,-1.0,11.0,15.0,4.0,3.0,4.0,4.0,1.0,0.0,0.0,34.0,38.0
24.0,6.0,-1.0,15.0,1.0,2.0,5.0,0.0,4.0,1.0,0.0,0.0,65.0,38.0
27.0,0.0,-1.0,9.0,4.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,38.0,38.0
41.0,4.0,-1.0,8.0,2.0,2.0,10.0,0.0,4.0,1.0,88.0,0.0,34.0,38.0
42.0,7.0,-1.0,11.0,15.0,2.0,3.0,0.0,4.0,1.0,0.0,0.0,34.0,38.0
21.0,4.0,779.0,15.0,1.0,0.0,1.0,4.0,2.0,0.0,0.0,0.0,25.0,38.0
25.0,4.0,-1.0,11.0,15.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,32.0,38.0
32.0,0.0,-1.0,15.0,1.0,2.0,0.0,0.0,4.0,1.0,0.0,0.0,34.0,38.0
6.0,6.0,3271.0,15.0,1.0,4.0,10.0,1.0,4.0,1.0,0.0,0.0,45.0,38.0
2.0,4.0,-1.0,15.0,1.0,4.0,12.0,3.0,4.0,1.0,0.0,13.0,23.0,38.0
41.0,4.0,472.0,11.0,15.0,2.0,3.0,0.0,4.0,1.0,0.0,0.0,17.0,38.0
49.0,2.0,-1.0,10.0,7.0,2.0,10.0,5.0,1.0,0.0,0.0,32.0,34.0,35.0
8.0,4.0,-1.0,11.0,15.0,4.0,1.0,4.0,2.0,1.0,0.0,0.0,28.0,38.0
32.0,4.0,1918.0,15.0,1.0,2.0,12.0,0.0,4.0,1.0,0.0,0.0,55.0,38.0
6.0,6.0,502.0,11.0,15.0,4.0,8.0,3.0,4.0,1.0,0.0,0.0,34.0,38.0
4.0,4.0,-1.0,11.0,15.0,4.0,3.0,1.0,4.0,1.0,0.0,0.0,34.0,38.0
27.0,4.0,-1.0,11.0,15.0,0.0,3.0,1.0,4.0,1.0,0.0,0.0,34.0,38.0
41.0,4.0,-1.0,11.0,15.0,2.0,14.0,0.0,4.0,1.0,0.0,0.0,34.0,38.0
23.0,4.0,1514.0,11.0,15.0,2.0,7.0,0.0,4.0,1.0,0.0,0.0,34.0,38.0
52.0,0.0,1377.0,11.0,15.0,2.0,0.0,0.0,4.0,1.0,0.0,0.0,34.0,38.0
11.0,4.0,-1.0,8.0,2.0,0.0,8.0,1.0,4.0,0.0,0.0,0.0,55.0,38.0
16.0,4.0,-1.0,9.0,4.0,2.0,12.0,0.0,4.0,1.0,93.0,0.0,80.0,38.0
23.0,4.0,5206.0,9.0,4.0,0.0,13.0,4.0,4.0,0.0,0.0,0.0,12.0,9.0
15.0,4.0,-1.0,7.0,3.0,2.0,10.0,0.0,4.0,1.0,0.0,0.0,17.0,38.0
5.0,4.0,-1.0,15.0,1.0,4.0,14.0,4.0,4.0,1.0,0.0,0.0,12.0,38.0
17.0,4.0,-1.0,11.0,15.0,0.0,12.0,1.0,4.0,1.0,0.0,0.0,42.0,38.0
2.0,4.0,-1.0,15.0,1.0,4.0,1.0,3.0,4.0,0.0,0.0,0.0,23.0,0.0
20.0,4.0,-1.0,11.0,15.0,0.0,3.0,4.0,4.0,1.0,0.0,0.0,34.0,38.0
41.0,6.0,-1.0,15.0,1.0,2.0,3.0,0.0,4.0,1.0,0.0,0.0,16.0,38.0
26.0,4.0,1570.0,15.0,1.0,0.0,1.0,1.0,4.0,1.0,0.0,0.0,42.0,38.0
14.0,0.0,-1.0,10.0,7.0,5.0,0.0,4.0,2.0,1.0,36.0,0.0,7.0,38.0
12.0,4.0,-1.0,11.0,15.0,4.0,1.0,3.0,4.0,1.0,0.0,0.0,12.0,38.0
18.0,4.0,-1.0,11.0,15.0,5.0,3.0,1.0,4.0,1.0,0.0,0.0,37.0,38.0
40.0,4.0,-1.0,9.0,4.0,6.0,10.0,4.0,2.0,1.0,0.0,0.0,34.0,38.0
53.0,0.0,-1.0,15.0,1.0,2.0,0.0,5.0,4.0,0.0,0.0,0.0,54.0,38.0
32.0,4.0,-1.0,11.0,15.0,0.0,12.0,1.0,4.0,0.0,0.0,0.0,28.0,38.0
29.0,4.0,69.0,11.0,15.0,2.0,11.0,0.0,4.0,1.0,0.0,0.0,34.0,38.0
26.0,4.0,-1.0,15.0,1.0,2.0,12.0,0.0,4.0,1.0,0.0,0.0,55.0,38.0
6.0,4.0,-1.0,15.0,1.0,2.0,7.0,5.0,4.0,0.0,59.0,0.0,34.0,38.0
12.0,4.0,-1.0,15.0,1.0,4.0,8.0,1.0,4.0,1.0,0.0,0.0,16.0,38.0
35.0,4.0,-1.0,15.0,1.0,0.0,4.0,1.0,4.0,0.0,0.0,0.0,55.0,38.0
6.0,4.0,-1.0,15.0,1.0,2.0,8.0,0.0,4.0,1.0,0.0,0.0,34.0,38.0
39.0,2.0,-1.0,11.0,15.0,2.0,8.0,0.0,4.0,1.0,0.0,0.0,34.0,38.0
29.0,7.0,-1.0,11.0,15.0,2.0,3.0,0.0,4.0,1.0,86.0,0.0,34.0,38.0
31.0,4.0,-1.0,1.0,13.0,0.0,8.0,1.0,4.0,0.0,0.0,0.0,27.0,38.0
22.0,4.0,-1.0,11.0,15.0,2.0,7.0,0.0,4.0,1.0,0.0,0.0,39.0,38.0
27.0,4.0,4122.0,14.0,6.0,3.0,10.0,1.0,4.0,1.0,11.0,0.0,34.0,38.0
16.0,4.0,-1.0,9.0,4.0,2.0,10.0,5.0,4.0,0.0,0.0,0.0,39.0,38.0
60.0,5.0,-1.0,11.0,15.0,6.0,12.0,4.0,4.0,0.0,22.0,0.0,55.0,38.0
24.0,2.0,-1.0,9.0,4.0,0.0,1.0,4.0,4.0,1.0,93.0,0.0,34.0,38.0
42.0,0.0,-1.0,9.0,4.0,2.0,0.0,0.0,4.0,1.0,0.0,0.0,16.0,38.0
33.0,4.0,4771.0,9.0,4.0,4.0,14.0,1.0,4.0,1.0,0.0,0.0,34.0,38.0
33.0,1.0,-1.0,15.0,1.0,0.0,11.0,1.0,4.0,1.0,0.0,0.0,17.0,38.0
1.0,4.0,-1.0,11.0,15.0,4.0,1.0,1.0,4.0,1.0,0.0,0.0,12.0,22.0
10.0,4.0,676.0,8.0,2.0,4.0,4.0,1.0,4.0,1.0,0.0,0.0,55.0,38.0
14.0,4.0,-1.0,9.0,4.0,3.0,10.0,1.0,4.0,1.0,0.0,0.0,34.0,38.0
28.0,4.0,1635.0,7.0,3.0,0.0,3.0,1.0,4.0,1.0,0.0,0.0,34.0,38.0
32.0,2.0,-1.0,12.0,5.0,2.0,10.0,0.0,2.0,1.0,0.0,0.0,1.0,14.0
40.0,4.0,-1.0,11.0,15.0,2.0,9.0,2.0,4.0,0.0,0.0,0.0,28.0,38.0
25.0,2.0,-1.0,11.0,15.0,2.0,14.0,0.0,4.0,1.0,0.0,22.0,34.0,38.0
4.0,7.0,-1.0,15.0,1.0,4.0,10.0,3.0,4.0,0.0,76.0,0.0,34.0,38.0
26.0,4.0,-1.0,8.0,2.0,2.0,3.0,0.0,4.0,1.0,0.0,0.0,34.0,38.0
4.0,6.0,4870.0,11.0,15.0,4.0,3.0,2.0,4.0,1.0,0.0,0.0,34.0,38.0
13.0,4.0,-1.0,9.0,4.0,2.0,1.0,0.0,4.0,1.0,0.0,0.0,34.0,38.0
42.0,4.0,-1.0,10.0,7.0,2.0,13.0,0.0,4.0,1.0,0.0,29.0,34.0,38.0
12.0,4.0,-1.0,11.0,15.0,2.0,1.0,5.0,4.0,0.0,49.0,0.0,34.0,38.0
25.0,4.0,-1.0,9.0,4.0,2.0,4.0,0.0,4.0,1.0,86.0,0.0,46.0,38.0
44.0,4.0,-1.0,5.0,10.0,0.0,12.0,1.0,3.0,1.0,0.0,0.0,34.0,32.0
24.0,4.0,1653.0,5.0,10.0,4.0,7.0,1.0,4.0,0.0,0.0,0.0,34.0,38.0
28.0,1.0,-1.0,11.0,15.0,2.0,1.0,0.0,4.0,1.0,0.0,0.0,34.0,38.0
35.0,4.0,-1.0,3.0,8.0,2.0,7.0,0.0,2.0,1.0,0.0,0.0,34.0,6.0
15.0,4.0,-1.0,11.0,15.0,2.0,12.0,0.0,4.0,1.0,62.0,0.0,34.0,38.0
20.0,6.0,3356.0,15.0,1.0,2.0,14.0,0.0,4.0,1.0,0.0,0.0,45.0,38.0
26.0,4.0,2224.0,11.0,15.0,5.0,8.0,4.0,2.0,0.0,0.0,0.0,34.0,38.0
28.0,5.0,2610.0,15.0,1.0,2.0,4.0,5.0,4.0,0.0,0.0,0.0,39.0,0.0
9.0,4.0,-1.0,15.0,1.0,0.0,13.0,1.0,4.0,1.0,0.0,0.0,39.0,38.0
17.0,4.0,-1.0,11.0,15.0,0.0,3.0,1.0,4.0,0.0,0.0,0.0,34.0,38.0
9.0,4.0,-1.0,11.0,15.0,2.0,8.0,0.0,4.0,1.0,0.0,0.0,34.0,38.0
2.0,4.0,-1.0,11.0,15.0,4.0,6.0,3.0,4.0,1.0,0.0,0.0,17.0,38.0
9.0,7.0,-1.0,9.0,4.0,4.0,10.0,3.0,4.0,0.0,0.0,0.0,16.0,38.0
18.0,4.0,-1.0,8.0,2.0,2.0,1.0,0.0,4.0,1.0,57.0,0.0,39.0,38.0
24.0,4.0,-1.0,11.0,15.0,2.0,3.0,0.0,2.0,1.0,0.0,0.0,34.0,38.0
31.0,4.0,3439.0,15.0,1.0,6.0,12.0,4.0,4.0,0.0,0.0,18.0,34.0,38.0
17.0,4.0,-1.0,8.0,2.0,5.0,8.0,4.0,2.0,0.0,0.0,0.0,55.0,38.0
21.0,4.0,-1.0,1.0,13.0,3.0,7.0,3.0,4.0,0.0,0.0,0.0,34.0,4.0
9.0,4.0,-1.0,8.0,2.0,2.0,5.0,0.0,4.0,1.0,0.0,0.0,34.0,38.0
15.0,4.0,-1.0,15.0,1.0,2.0,10.0,5.0,4.0,0.0,0.0,0.0,34.0,0.0
26.0,4.0,-1.0,11.0,15.0,4.0,1.0,4.0,2.0,0.0,0.0,0.0,28.0,22.0
47.0,4.0,-1.0,9.0,4.0,2.0,10.0,0.0,4.0,1.0,0.0,0.0,34.0,38.0
21.0,4.0,-1.0,11.0,15.0,2.0,3.0,0.0,4.0,1.0,0.0,0.0,34.0,38.0
3.0,4.0,-1.0,15.0,1.0,4.0,8.0,3.0,4.0,0.0,0.0,0.0,23.0,19.0
33.0,6.0,-1.0,6.0,11.0,2.0,3.0,0.0,4.0,1.0,0.0,0.0,34.0,38.0
33.0,2.0,1798.0,15.0,1.0,2.0,11.0,0.0,4.0,1.0,0.0,0.0,34.0,38.0
10.0,4.0,-1.0,15.0,1.0,4.0,1.0,4.0,4.0,0.0,0.0,0.0,34.0,38.0
12.0,4.0,-1.0,5.0,10.0,2.0,3.0,0.0,4.0,1.0,73.0,0.0,34.0,38.0
