age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,6
29.718418261304926, Private,238054.1697057117, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Black, Male,-1180.4150214475778,19.960877200865554,52.69167143458857, Jamaica, >50K
45.987011211549984, Private,159393.03558202507, Bachelors,13, Married-AF-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,-716.9857549164515,-23.80182614916596,39.35078917181951, India, >50K
74.78657938222173, Self-emp-inc,239057.9134323187, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,1222.7648817586555,9.433928202555563,34.064565581986855, United-States, >50K
22.329844421279567, Private,230251.16960797648, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,-1452.1603048746172,-2.3876015788137863,40.529939934341314, United-States, >50K
32.04224900578627, Private,150500.68565601262, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Male,964.3798617436939,96.68228444069112,60.40455453634323, United-States, >50K
62.243531961097126, Private,172945.53956469893, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,8208.792319647075,27.861521607410843,63.88357884589496, United-States, >50K
36.803841482309394, Federal-gov,123048.84170048912, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, White, Male,-493.5651710018317,1786.996505004045,58.11305768984806, United-States, >50K
40.963913061847, Private,192210.1026238134, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,1681.7092763101582,81.4757049519962,41.69351702188251, United-States, >50K
27.168244729943808, Private,400247.88893610233, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, Black, Female,-1275.1902040554685,32.824903994325986,53.92524480544762, United-States, >50K
42.09982315921747, Private,196750.39300574476, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,14850.096900464217,-87.69032858887194,60.31059906529891, United-States, >50K
56.02686407683384, Federal-gov,298011.8343294272, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,316.3544718085444,76.26955472357518,40.79335238625848, Puerto-Rico, >50K
30.130473171980093, Private,96136.87431526039, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,1490.4015612941882,1945.9041085783913,45.03287763836748, Germany, >50K
41.61341176911564, Private,306503.90930482734, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,-975.1872361545095,-29.447566047355508,48.45705400583864, United-States, >50K
42.24805438457715, Private,198651.27452808715, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,304.6506254648232,-14.214206467342876,45.00227942099463, United-States, >50K
53.9015453386632, Private,59495.98493564178, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,-356.6219679958315,-39.98974036714476,39.85129801465128, United-States, >50K
32.23410414630937, Private,35607.13768047874, Bachelors,13, Divorced, Craft-repair, Not-in-family, White, Male,1023.9639922436268,-54.68948350755191,50.524367461567486, United-States, >50K
54.97263280799331, Self-emp-not-inc,221165.33574242037, Masters,14, Married-civ-spouse, Craft-repair, Husband, White, Male,119.22093691342911,-17.976520390517948,47.951609630910504, United-States, >50K
31.543786554346582, Private,215151.39783242522, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,5236.506960354673,43.16484344052286,48.89051894518887, United-States, >50K
30.714381323301644, Local-gov,360264.3902228805, Assoc-acdm,12, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,821.0523643490934,-77.93027595582085,41.290606076945444, Hong, >50K
